household_id;number_of_cars_class;number_of_bikes_class;ovgk;income;statpop_household_id
202301542123620;1;2;D;2;202301542123620
202302130216035;1;2;D;2;202302130216035
202300103273583;1;2;D;2;202300103273583
202301573622484;1;2;D;2;202301573622484
202301362150097;1;2;D;2;202301362150097
202333793926726;1;0;A;1;202333793926726
202310592055854;1;0;C;2;202310592055854
202310522052194;1;0;C;2;202310522052194
202311072261430;1;0;C;2;202311072261430
202310521533504;1;0;C;2;202310521533504
202310542028867;1;0;C;2;202310542028867
202310592059739;2;1;B;4;202310592059739
202310612074578;2;1;B;4;202310612074578
202311032253865;2;1;B;4;202311032253865
202310581906608;2;1;B;4;202310581906608
202320531946525;3;1;None;6;202320531946525
202301373448824;2;2;D;6;202301373448824
202302953356936;2;2;D;6;202302953356936
202329043264875;2;2;D;6;202329043264875
202300922981925;1;1;A;1;202300922981925
202302611250526;1;1;A;1;202302611250526
202302963791566;1;1;A;1;202302963791566
202302962138184;1;1;A;1;202302962138184
202327033257689;1;1;B;2;202327033257689
202321972289312;1;1;B;4;202321972289312
202324732992322;1;2;A;5;202324732992322
202302611274487;1;2;A;5;202302611274487
202308690885775;0;1;D;2;202308690885775
202328313148319;0;2;A;1;202328313148319
202327693105419;0;2;A;1;202327693105419
202327753128621;0;2;A;1;202327753128621
202327623072572;0;2;A;1;202327623072572
202327623068735;0;2;A;1;202327623068735
202327653077507;0;2;A;1;202327653077507
202327623066843;0;2;A;1;202327623066843
202327733120502;0;2;A;1;202327733120502
202327663083789;0;2;A;1;202327663083789
202311461780161;1;0;D;1;202311461780161
202338510557036;1;0;D;1;202338510557036
202310991889376;1;0;D;1;202310991889376
202362121752626;1;0;D;1;202362121752626
202362481591851;1;0;D;1;202362481591851
202362381907944;1;0;D;1;202362381907944
202361984008087;1;0;D;1;202361984008087
202362664041336;1;0;D;1;202362664041336
202362651609908;1;0;D;1;202362651609908
202360231856778;1;0;D;1;202360231856778
202361531905816;1;0;D;1;202361531905816
202362152841449;1;0;D;1;202362152841449
202362321791565;1;0;D;1;202362321791565
202360821614535;1;0;D;1;202360821614535
202362654034268;1;0;D;1;202362654034268
202301211997863;0;1;A;4;202301211997863
202310241904078;0;1;A;4;202310241904078
202332030263851;0;1;A;4;202332030263851
202334431575680;2;2;B;7;202334431575680
202355863855552;2;2;B;7;202355863855552
202355862661552;2;2;B;7;202355862661552
202358612525844;2;2;B;7;202358612525844
202309281803575;1;1;None;8;202309281803575
202306080802533;1;1;None;8;202306080802533
202307031924255;1;1;None;8;202307031924255
202309070899869;1;1;None;8;202309070899869
202305520776729;1;1;None;8;202305520776729
202308851803750;1;1;None;8;202308851803750
202306090803552;1;1;None;8;202306090803552
202361564001773;1;1;None;8;202361564001773
202332761334883;2;2;None;8;202332761334883
202333422904496;2;2;None;8;202333422904496
202332711675165;2;2;None;8;202332711675165
202333591419737;2;2;None;8;202333591419737
202332951340200;2;2;None;8;202332951340200
202332761336600;2;2;None;8;202332761336600
202333960212790;2;2;None;8;202333960212790
202332922900416;2;2;None;8;202332922900416
202334071479836;2;2;None;8;202334071479836
202333410440629;2;2;None;8;202333410440629
202333591419429;2;2;None;8;202333591419429
202332330286242;2;2;None;8;202332330286242
202332371216238;2;2;None;8;202332371216238
202333920203134;2;2;None;8;202333920203134
202333791353405;2;2;None;8;202333791353405
202334230221435;2;2;None;8;202334230221435
202333402903243;2;2;None;8;202333402903243
202332510299078;2;2;None;8;202332510299078
202334050212438;2;2;None;8;202334050212438
202303812776743;0;0;None;2;202303812776743
202306022778858;0;0;None;2;202306022778858
202301924014272;0;2;B;1;202301924014272
202300023699455;0;2;B;1;202300023699455
202302611001570;0;2;B;1;202302611001570
202302612727291;0;2;B;1;202302612727291
202302300480193;0;2;B;1;202302300480193
202300541318258;0;2;B;1;202300541318258
202302611087253;0;2;B;1;202302611087253
202300622207349;1;1;C;3;202300622207349
202301313322888;1;1;C;3;202301313322888
202301912093644;1;1;C;3;202301912093644
202301582734201;1;1;C;3;202301582734201
202301373448085;1;2;D;2;202301373448085
202301022168559;1;2;D;2;202301022168559
202300284010043;1;2;D;2;202300284010043
202302271998749;1;2;D;2;202302271998749
202302230299733;1;2;D;2;202302230299733
202302952127055;1;2;D;2;202302952127055
202301722123955;1;2;D;2;202301722123955
202301562117731;1;2;D;2;202301562117731
202301372089760;1;2;D;2;202301372089760
202300380673410;1;2;D;2;202300380673410
202307940871248;1;2;B;4;202307940871248
202302300505273;1;2;B;4;202302300505273
202301762107886;3;2;D;4;202301762107886
202301512090458;3;2;D;4;202301512090458
202301002682171;3;2;D;4;202301002682171
202302260314836;3;2;D;4;202302260314836
202301941979097;3;2;D;4;202301941979097
202300142738403;3;2;D;4;202300142738403
202361361624662;3;2;D;4;202361361624662
202364371013557;3;2;D;4;202364371013557
202320962290186;1;0;D;2;202320962290186
202327013205546;0;0;A;1;202327013205546
202327032341032;0;0;A;1;202327032341032
202303510596054;0;0;A;1;202303510596054
202327013246815;0;0;A;1;202327013246815
202327013169074;0;0;A;1;202327013169074
202317112974557;0;0;A;1;202317112974557
202327013227128;0;0;A;1;202327013227128
202327013173744;0;0;A;1;202327013173744
202327013209418;0;0;A;1;202327013209418
202302611057976;1;0;A;5;202302611057976
202302470568501;1;0;A;5;202302470568501
202317012831570;1;0;A;5;202317012831570
202301183259181;1;0;A;5;202301183259181
202302611247773;1;0;A;5;202302611247773
202313442392706;2;0;C;8;202313442392706
202322362814578;1;2;D;2;202322362814578
202316302609479;1;2;D;2;202316302609479
202338510553827;1;2;C;3;202338510553827
202334410229689;2;0;D;5;202334410229689
202334050212444;2;0;D;5;202334050212444
202337870542959;2;1;C;2;202337870542959
202308552783435;2;1;C;2;202308552783435
202337330534519;2;1;C;2;202337330534519
202305760787823;2;1;C;2;202305760787823
202309390914148;2;1;C;2;202309390914148
202346463563431;2;1;C;2;202346463563431
202346431878381;2;1;C;2;202346431878381
202345663555790;2;1;C;2;202345663555790
202344613531764;2;1;C;2;202344613531764
202303061809143;1;2;D;4;202303061809143
202305760789288;1;2;D;4;202305760789288
202308430873546;1;2;D;4;202308430873546
202366380169486;1;2;D;4;202366380169486
202310541820508;0;1;A;3;202310541820508
202366210051451;0;1;A;3;202366210051451
202366210115328;0;1;A;3;202366210115328
202366300155472;0;1;A;3;202366300155472
202339550571103;1;1;D;2;202339550571103
202321971125092;1;1;D;2;202321971125092
202320961081941;1;1;D;2;202320961081941
202322112292572;1;1;D;2;202322112292572
202321021872316;1;1;D;2;202321021872316
202320541072204;1;1;D;2;202320541072204
202322931154135;1;1;D;2;202322931154135
202322371772939;1;1;D;2;202322371772939
202322751146974;1;1;D;2;202322751146974
202322372859560;1;1;D;2;202322372859560
202321741297701;1;1;D;2;202321741297701
202321972293238;1;1;D;2;202321972293238
202322751147478;1;1;D;2;202322751147478
202322541692728;1;1;D;2;202322541692728
202322341939916;1;1;D;2;202322341939916
202320271621038;1;1;D;2;202320271621038
202320221194712;1;1;D;2;202320221194712
202321631091565;1;1;D;2;202321631091565
202320161857291;1;1;D;2;202320161857291
202321281091722;1;1;D;2;202321281091722
202323062890061;1;1;D;2;202323062890061
202303320666405;2;1;C;4;202303320666405
202315082600963;1;2;D;4;202315082600963
202303120663062;1;2;D;4;202303120663062
202307000834556;1;2;D;4;202307000834556
202303090660726;1;2;D;4;202303090660726
202309410919021;1;2;D;4;202309410919021
202309390916941;1;2;D;4;202309390916941
202309390914869;1;2;D;4;202309390914869
202316321631056;1;2;D;4;202316321631056
202332340286459;2;1;None;2;202332340286459
202328323150518;2;1;None;2;202328323150518
202367302328137;2;1;None;2;202367302328137
202360371875359;2;1;None;2;202360371875359
202362461955423;2;1;None;2;202362461955423
202317012853255;0;0;D;3;202317012853255
202302611333687;0;0;B;0;202302611333687
202302302664710;0;0;B;0;202302302664710
202301573621885;0;0;B;0;202301573621885
202302300487082;0;0;B;0;202302300487082
202300662388305;0;2;B;3;202300662388305
202302933555658;0;2;B;3;202302933555658
202302422108559;0;2;B;3;202302422108559
202302612728042;0;2;B;3;202302612728042
202301992173141;0;2;B;3;202301992173141
202302611291740;0;2;B;3;202302611291740
202301183241401;0;2;B;3;202301183241401
202300963012944;0;2;B;3;202300963012944
202302612700694;0;2;B;3;202302612700694
202302430510035;0;2;B;3;202302430510035
202302611378111;0;2;B;3;202302611378111
202321961112129;0;2;B;3;202321961112129
202300621980006;0;2;B;3;202300621980006
202327703112338;0;2;B;3;202327703112338
202317012829847;0;2;B;3;202317012829847
202300662138687;0;2;B;3;202300662138687
202351920406190;0;2;B;3;202351920406190
202349461909265;0;2;B;3;202349461909265
202302914088177;1;1;B;3;202302914088177
202302470567950;1;1;B;3;202302470567950
202339820579262;2;0;None;1;202339820579262
202316312607173;2;0;None;1;202316312607173
202301203280276;2;0;None;1;202301203280276
202351440358499;2;0;None;1;202351440358499
202341983443118;2;0;None;1;202341983443118
202358822550594;2;0;None;1;202358822550594
202354643820222;2;0;None;1;202354643820222
202303060656956;1;0;A;1;202303060656956
202303510649729;1;0;A;1;202303510649729
202321961119316;1;0;A;1;202321961119316
202309420922785;0;2;B;1;202309420922785
202303550687766;0;2;B;1;202303550687766
202303510632783;0;2;B;1;202303510632783
202309390914445;0;2;B;1;202309390914445
202332030266422;0;2;A;2;202332030266422
202302612714006;0;2;A;2;202302612714006
202302612708725;0;2;A;2;202302612708725
202302611177045;0;2;A;2;202302611177045
202330011910689;0;2;A;2;202330011910689
202302611184156;0;2;A;2;202302611184156
202300592033761;1;0;D;2;202300592033761
202300401989659;1;0;D;2;202300401989659
202300032736863;1;0;D;2;202300032736863
202325171623580;2;2;D;5;202325171623580
202326212673935;2;2;D;5;202326212673935
202307683948909;1;2;D;6;202307683948909
202303550696175;1;2;D;6;202303550696175
202305931677675;1;2;D;6;202305931677675
202302611228965;0;0;A;0;202302611228965
202302612936139;0;0;A;0;202302612936139
202302610965321;0;0;A;0;202302610965321
202302472006254;0;0;A;0;202302472006254
202310581871164;1;0;B;3;202310581871164
202310612801190;1;0;B;3;202310612801190
202310542030743;1;0;B;3;202310542030743
202310982247124;1;0;B;3;202310982247124
202311511436080;1;0;B;3;202311511436080
202330243293397;0;1;C;1;202330243293397
202310231957884;0;1;C;1;202310231957884
202311072261028;0;1;C;1;202311072261028
202310671704594;0;1;C;1;202310671704594
202300882251673;3;0;None;8;202300882251673
202300712250557;3;0;None;8;202300712250557
202302963821875;3;0;None;8;202302963821875
202300062156724;3;0;None;8;202300062156724
202317112974552;1;0;A;5;202317112974552
202302611050574;1;0;A;5;202302611050574
202302612935987;1;0;A;5;202302612935987
202302611063748;1;0;A;5;202302611063748
202302612717551;1;0;A;5;202302612717551
202302611335357;1;0;A;5;202302611335357
202302611377296;1;0;A;5;202302611377296
202311451432090;1;1;None;3;202311451432090
202311391429049;1;1;None;3;202311391429049
202317112972826;1;2;C;3;202317112972826
202312132277518;1;2;C;3;202312132277518
202340823401389;1;2;C;3;202340823401389
202342583478416;1;2;C;3;202342583478416
202340053319624;1;2;C;3;202340053319624
202340103326493;1;2;C;3;202340103326493
202340743392601;1;2;C;3;202340743392601
202342521592581;1;2;C;3;202342521592581
202340123330578;1;2;C;3;202340123330578
202302611123547;0;2;A;5;202302611123547
202301583633068;1;2;D;8;202301583633068
202300932127418;1;2;D;8;202300932127418
202332731611921;2;1;None;3;202332731611921
202322001797830;2;1;None;3;202322001797830
202321141862733;2;1;None;3;202321141862733
202328922371679;2;1;None;3;202328922371679
202334241462721;2;1;None;3;202334241462721
202347111458341;2;1;None;3;202347111458341
202328292349784;1;1;None;8;202328292349784
202332330285180;1;1;None;8;202332330285180
202301982124571;3;2;C;5;202301982124571
202302470563759;3;2;C;5;202302470563759
202302300494149;3;2;C;5;202302300494149
202327653078965;3;2;C;5;202327653078965
202352812500704;3;2;C;5;202352812500704
202329391587017;2;2;A;7;202329391587017
202311042258822;2;1;C;3;202311042258822
202300902974699;2;2;None;4;202300902974699
202303711402029;1;2;C;5;202303711402029
202328913165602;1;2;C;5;202328913165602
202324732991344;1;0;D;3;202324732991344
202325283017543;1;0;D;3;202325283017543
202325423025052;1;0;D;3;202325423025052
202325733037021;1;2;B;4;202325733037021
202325462668519;1;2;B;4;202325462668519
202321961112387;1;2;B;7;202321961112387
202328243134216;1;2;B;7;202328243134216
202302430515243;1;2;B;7;202302430515243
202302611166557;1;2;B;7;202302611166557
202301613720035;1;2;B;7;202301613720035
202327013184023;1;2;B;7;202327013184023
202302612725894;1;2;B;7;202302612725894
202302300491414;1;2;B;7;202302300491414
202302492178952;1;2;B;7;202302492178952
202302611333499;1;2;B;7;202302611333499
202302612727389;1;2;B;7;202302612727389
202301984086228;1;2;B;7;202301984086228
202309480909113;2;1;None;1;202309480909113
202329711920133;2;1;None;1;202329711920133
202304982951305;2;1;None;1;202304982951305
202316300054806;2;1;None;1;202316300054806
202303260666395;2;1;None;1;202303260666395
202306230813238;2;1;None;1;202306230813238
202310972061504;2;1;None;1;202310972061504
202304121546446;2;0;D;4;202304121546446
202361533998383;2;0;D;4;202361533998383
202342543471278;2;0;D;4;202342543471278
202321131634432;1;1;None;1;202321131634432
202322651144429;1;1;None;1;202322651144429
202334231893536;1;1;None;1;202334231893536
202320291883252;1;1;None;1;202320291883252
202313712408465;1;1;None;1;202313712408465
202315082600901;1;1;None;1;202315082600901
202325783039720;1;1;None;1;202325783039720
202302940241283;1;1;None;1;202302940241283
202316312666096;1;1;None;1;202316312666096
202322941803921;1;1;None;1;202322941803921
202340713390591;1;1;None;1;202340713390591
202352380364734;1;1;None;1;202352380364734
202362524014223;1;1;None;1;202362524014223
202342352443563;1;1;None;1;202342352443563
202302611314801;0;0;A;3;202302611314801
202332030255792;0;0;A;3;202332030255792
202302611265319;0;0;A;3;202302611265319
202302611275458;0;0;A;3;202302611275458
202302300479669;0;0;A;3;202302300479669
202302611188527;0;0;A;3;202302611188527
202302613930774;0;0;A;3;202302613930774
202351201759474;0;0;A;3;202351201759474
202322541140951;3;1;None;8;202322541140951
202323251867490;3;1;None;8;202323251867490
202323061152234;3;1;None;8;202323061152234
202321602294496;3;1;None;8;202321602294496
202324021832142;1;1;None;2;202324021832142
202333400453876;2;1;C;4;202333400453876
202315071502329;2;1;C;4;202315071502329
202302980460430;2;2;None;2;202302980460430
202302981989267;2;2;None;2;202302981989267
202303560699391;1;0;None;1;202303560699391
202309830961769;1;0;None;1;202309830961769
202309540945417;1;0;None;1;202309540945417
202304130746899;1;0;None;1;202304130746899
202309390914492;1;0;None;1;202309390914492
202305670783521;1;0;None;1;202305670783521
202306270815058;1;0;None;1;202306270815058
202306261404061;1;0;None;1;202306261404061
202329203265302;3;2;None;8;202329203265302
202313492398588;3;2;None;8;202313492398588
202313491844446;3;2;None;8;202313491844446
202313711939745;3;2;None;8;202313711939745
202313632402786;3;2;None;8;202313632402786
202313011627758;3;2;None;8;202313011627758
202313012329337;3;2;None;8;202313012329337
202302440533663;3;2;A;3;202302440533663
202302611265046;3;2;A;3;202302611265046
202301413514723;3;2;A;3;202301413514723
202302302015335;3;2;A;3;202302302015335
202302610896153;3;2;A;3;202302610896153
202302611190690;3;2;A;3;202302611190690
202302300471821;0;2;A;3;202302300471821
202302611146009;0;2;A;3;202302611146009
202302611308424;0;2;A;3;202302611308424
202302611179640;0;2;A;3;202302611179640
202327013190032;0;1;A;4;202327013190032
202327013241175;0;1;A;4;202327013241175
202327012343042;0;1;A;4;202327012343042
202302510632963;0;2;B;8;202302510632963
202301980002821;0;2;B;8;202301980002821
202302610941165;0;2;B;8;202302610941165
202301954058815;0;2;B;8;202301954058815
202303711388277;0;1;A;2;202303711388277
202339550057365;1;2;A;3;202339550057365
202327682359882;1;2;C;3;202327682359882
202328313147150;1;2;C;3;202328313147150
202328312353455;1;2;C;3;202328312353455
202322741145959;2;1;None;2;202322741145959
202332030260319;1;2;B;3;202332030260319
202333400452214;1;2;B;3;202333400452214
202302472098223;0;1;B;6;202302472098223
202302302159477;0;1;B;6;202302302159477
202302300490249;0;1;B;6;202302300490249
202301613703906;0;1;B;6;202301613703906
202302611307789;0;1;B;6;202302611307789
202301153160973;0;1;B;6;202301153160973
202302302935182;0;1;B;6;202302302935182
202302611057197;0;2;A;3;202302611057197
202300692148746;0;2;A;3;202300692148746
202302612732757;0;2;A;3;202302612732757
202302612727555;0;2;A;3;202302612727555
202302611126115;0;2;A;3;202302611126115
202301212149055;0;2;A;3;202301212149055
202302612716827;0;2;A;3;202302612716827
202302611259350;0;2;A;3;202302611259350
202302611056388;0;2;A;3;202302611056388
202302611271353;0;2;A;5;202302611271353
202315071545739;0;2;A;5;202315071545739
202302612723720;0;2;A;5;202302612723720
202302610968882;0;2;A;5;202302610968882
202302611189200;0;2;A;5;202302611189200
202317081890680;3;2;B;6;202317081890680
202302302664493;3;2;B;6;202302302664493
202302612704827;3;2;B;6;202302612704827
202302300496688;3;2;B;6;202302300496688
202309510941990;0;0;D;1;202309510941990
202306270814986;0;0;D;1;202306270814986
202306160806873;0;0;D;1;202306160806873
202304960762076;0;0;D;1;202304960762076
202300532157841;1;2;A;6;202300532157841
202303511616889;1;2;A;6;202303511616889
202366310162105;1;2;A;6;202366310162105
202302312152236;0;2;C;6;202302312152236
202302612699992;0;2;C;6;202302612699992
202302310466290;0;2;C;6;202302310466290
202301912850642;0;2;C;6;202301912850642
202300902848803;0;2;C;6;202300902848803
202301913990850;0;2;C;6;202301913990850
202307331942417;0;0;C;2;202307331942417
202306230813120;0;0;C;2;202306230813120
202305760789041;0;0;C;2;202305760789041
202306160808568;0;0;C;2;202306160808568
202303291638337;0;0;C;2;202303291638337
202303290671750;0;0;C;2;202303290671750
202309791624070;0;0;C;2;202309791624070
202307000835943;0;0;C;2;202307000835943
202305840793553;0;0;C;2;202305840793553
202309420932859;0;0;C;2;202309420932859
202309921688346;0;0;C;2;202309921688346
202307680860110;0;0;C;2;202307680860110
202303290667445;0;0;C;2;202303290667445
202309390914590;0;0;C;2;202309390914590
202330013282179;2;1;None;5;202330013282179
202305672771824;2;1;None;5;202305672771824
202309390918237;2;1;None;5;202309390918237
202306670827446;2;2;C;6;202306670827446
202317112970836;1;2;B;3;202317112970836
202328302376493;2;2;D;3;202328302376493
202321251098337;1;1;C;3;202321251098337
202322991157016;1;1;C;3;202322991157016
202304200750252;0;2;C;1;202304200750252
202306272780863;0;2;C;1;202306272780863
202307850867825;0;2;C;1;202307850867825
202308840892528;0;2;C;1;202308840892528
202309560948746;0;2;C;1;202309560948746
202303510623045;0;2;A;4;202303510623045
202310542029592;0;2;A;4;202310542029592
202310612186944;0;2;A;4;202310612186944
202367114064655;0;2;A;4;202367114064655
202337221357689;1;0;C;3;202337221357689
202332720310250;1;2;C;2;202332720310250
202333391347536;1;2;C;2;202333391347536
202302502748914;2;0;B;5;202302502748914
202301912740295;2;0;B;5;202301912740295
202313661575924;1;2;D;6;202313661575924
202324222983463;0;2;D;3;202324222983463
202302610893277;1;2;A;4;202302610893277
202302612724760;1;2;A;4;202302612724760
202302300478682;1;2;A;4;202302300478682
202302611377357;0;1;A;2;202302611377357
202300622240897;0;1;A;2;202300622240897
202301913983028;1;1;B;3;202301913983028
202302300507230;1;1;B;3;202302300507230
202310592062226;1;2;B;7;202310592062226
202310652057470;1;2;B;7;202310652057470
202311032253823;1;2;B;7;202311032253823
202322951156025;1;1;None;3;202322951156025
202334052906712;1;1;None;3;202334052906712
202301773840617;2;1;C;3;202301773840617
202302952173188;2;1;C;3;202302952173188
202301980164520;2;1;C;3;202301980164520
202301413509800;2;1;C;3;202301413509800
202300722174946;2;1;C;3;202300722174946
202364361009497;2;1;C;3;202364361009497
202310241766022;0;2;A;1;202310241766022
202310611795927;0;2;A;1;202310611795927
202310542052639;0;2;A;1;202310542052639
202308631827502;1;2;None;3;202308631827502
202309541898003;1;2;None;3;202309541898003
202303111518892;1;2;None;3;202303111518892
202303050655612;1;2;None;3;202303050655612
202304150748236;1;2;None;3;202304150748236
202309760954849;1;2;None;3;202309760954849
202305660783302;1;2;None;3;202305660783302
202307610857951;1;2;None;3;202307610857951
202303421667845;1;2;None;3;202303421667845
202303450678005;1;2;None;3;202303450678005
202305632768825;1;2;None;3;202305632768825
202308530877591;1;2;None;3;202308530877591
202307002781835;1;2;None;3;202307002781835
202303510645999;1;2;None;3;202303510645999
202301912105847;1;1;C;3;202301912105847
202333421346516;0;0;C;1;202333421346516
202331011866969;0;0;C;2;202331011866969
202300271993648;0;0;C;2;202300271993648
202302933577981;0;0;C;2;202302933577981
202325461311225;2;2;B;2;202325461311225
202302612694842;2;2;B;2;202302612694842
202332030246289;2;2;B;2;202332030246289
202302610969659;2;2;B;2;202302610969659
202300622145021;2;2;B;2;202300622145021
202302611332845;0;0;A;5;202302611332845
202301913969887;0;0;A;5;202301913969887
202302612696559;0;0;A;5;202302612696559
202302611338288;0;0;A;5;202302611338288
202302611332950;0;0;A;5;202302611332950
202302610965668;0;0;A;5;202302610965668
202302612689794;0;0;A;5;202302612689794
202302301995418;0;0;A;5;202302301995418
202302611101817;0;0;A;5;202302611101817
202302300470097;0;0;A;5;202302300470097
202302612941932;0;0;A;5;202302612941932
202302963959173;0;0;A;5;202302963959173
202302963826053;1;2;None;2;202302963826053
202331121318993;1;2;None;2;202331121318993
202302272746821;1;2;None;2;202302272746821
202300911953977;1;2;None;2;202300911953977
202301772171188;1;2;None;2;202301772171188
202301733774882;1;2;None;2;202301733774882
202300582004089;1;2;None;2;202300582004089
202301203278990;1;2;None;2;202301203278990
202342763484323;1;2;None;2;202342763484323
202316302606737;1;2;C;6;202316302606737
202303550692653;1;2;B;3;202303550692653
202309390915646;1;2;B;3;202309390915646
202303510626563;1;2;B;3;202303510626563
202303510610773;1;2;B;3;202303510610773
202301213305254;2;1;C;8;202301213305254
202301914002188;2;1;C;8;202301914002188
202302932003344;1;2;C;5;202302932003344
202312062269440;1;2;C;5;202312062269440
202301980472740;1;2;C;5;202301980472740
202325423026188;1;2;C;5;202325423026188
202308412884503;2;2;D;2;202308412884503
202308550878437;2;2;D;2;202308550878437
202307510855964;2;2;D;2;202307510855964
202330023285594;1;0;None;2;202330023285594
202338220549054;1;0;None;2;202338220549054
202354102560088;1;0;None;2;202354102560088
202354253816418;1;0;None;2;202354253816418
202302611093689;1;1;A;3;202302611093689
202302611018965;1;1;A;3;202302611018965
202302302112387;1;1;C;3;202302302112387
202302002177883;1;1;C;3;202302002177883
202301551953856;1;1;C;3;202301551953856
202302300478129;1;1;C;3;202302300478129
202300531284429;1;1;C;3;202300531284429
202332983934704;2;2;C;3;202332983934704
202309390475771;1;0;C;8;202309390475771
202303560698794;1;0;C;8;202303560698794
202303510615799;1;0;C;8;202303510615799
202303540682545;1;0;C;8;202303540682545
202303520678783;1;0;C;8;202303520678783
202306271817184;1;0;C;8;202306271817184
202309421780927;1;0;C;8;202309421780927
202309540944884;1;0;C;8;202309540944884
202304150748436;1;0;C;8;202304150748436
202361523993398;1;0;C;8;202361523993398
202328242363597;2;2;None;7;202328242363597
202327912753931;2;2;None;7;202327912753931
202328582359440;2;2;None;7;202328582359440
202307630859353;1;2;None;3;202307630859353
202334071831446;1;2;D;3;202334071831446
202327910823839;1;2;D;3;202327910823839
202328283138362;1;2;D;3;202328283138362
202332761334741;1;2;D;3;202332761334741
202332741333279;1;2;D;3;202332741333279
202330312893860;1;2;D;3;202330312893860
202317102964567;1;2;D;3;202317102964567
202330343298149;1;2;D;3;202330343298149
202328313149249;1;2;D;3;202328313149249
202332911907312;1;2;D;3;202332911907312
202334010207239;1;2;D;3;202334010207239
202329391242826;0;2;C;1;202329391242826
202300023432842;3;0;D;8;202300023432842
202301954071831;3;0;D;8;202301954071831
202302460551743;3;0;D;8;202302460551743
202300602050296;3;0;D;8;202300602050296
202300410754427;3;0;D;8;202300410754427
202301803924618;3;0;D;8;202301803924618
202302610949881;0;0;A;3;202302610949881
202302610896263;0;0;A;3;202302610896263
202327013178875;0;0;A;3;202327013178875
202314072857136;0;2;C;1;202314072857136
202322001127211;0;2;C;1;202322001127211
202323361170783;0;2;C;1;202323361170783
202321252288923;0;2;C;1;202321252288923
202321451777904;0;2;C;1;202321451777904
202322082288791;0;2;C;1;202322082288791
202323251598274;0;2;C;1;202323251598274
202321601100812;0;2;C;1;202321601100812
202322281138450;0;2;C;1;202322281138450
202321451777885;0;2;C;1;202321451777885
202320111848236;0;2;C;1;202320111848236
202323092890864;0;2;C;1;202323092890864
202364361012825;0;2;C;1;202364361012825
202332381876381;1;0;C;2;202332381876381
202332031191954;1;0;C;2;202332031191954
202332721791011;1;0;C;2;202332721791011
202332170280374;1;0;C;2;202332170280374
202334270223947;1;0;C;2;202334270223947
202334270226494;1;0;C;2;202334270226494
202334432910262;1;0;C;2;202334432910262
202328293139574;1;1;C;4;202328293139574
202328293139176;1;1;C;4;202328293139176
202339011370334;1;1;B;4;202339011370334
202328933167196;0;0;C;0;202328933167196
202313642403079;0;0;C;0;202313642403079
202311511711160;0;0;C;0;202311511711160
202322711145464;0;0;C;0;202322711145464
202329041727201;0;0;C;0;202329041727201
202361363985446;0;0;C;0;202361363985446
202308553941594;1;2;C;4;202308553941594
202303610475566;1;2;C;4;202303610475566
202305510773880;1;2;C;4;202305510773880
202306270816343;1;2;C;4;202306270816343
202310631921205;2;2;C;3;202310631921205
202307430848842;3;2;B;1;202307430848842
202303510625136;3;2;B;1;202303510625136
202303510649063;3;2;B;1;202303510649063
202304440757564;3;2;B;1;202304440757564
202303510637052;3;2;B;1;202303510637052
202303520679515;3;2;B;1;202303520679515
202303510642821;3;2;B;1;202303510642821
202309420920792;3;2;B;1;202309420920792
202303711382774;3;2;B;1;202303711382774
202325461305942;3;2;C;3;202325461305942
202325833052983;3;2;C;3;202325833052983
202321631091050;2;2;D;4;202321631091050
202321531628501;1;2;None;0;202321531628501
202322661144836;1;2;None;0;202322661144836
202321151079800;1;2;None;0;202321151079800
202325811670288;2;0;C;5;202325811670288
202324012666941;2;0;C;5;202324012666941
202325032998509;2;0;C;5;202325032998509
202325833051924;2;0;C;5;202325833051924
202301980137180;2;2;C;5;202301980137180
202301313309837;2;2;C;5;202301313309837
202302162880248;2;2;C;5;202302162880248
202301573622321;2;2;C;5;202301573622321
202301212184519;2;2;C;5;202301212184519
202302611294637;2;2;C;5;202302611294637
202302611060443;0;2;A;8;202302611060443
202302611056798;0;2;A;8;202302611056798
202302611263714;0;2;A;8;202302611263714
202302300463169;0;2;A;8;202302300463169
202317072926046;0;2;A;8;202317072926046
202302611265108;0;2;A;8;202302611265108
202300532157973;0;2;A;8;202300532157973
202321251087318;1;0;B;2;202321251087318
202302973735533;2;1;None;5;202302973735533
202328562304876;2;1;None;5;202328562304876
202335511640133;2;1;None;5;202335511640133
202301582734186;1;0;D;1;202301582734186
202300541313440;1;2;B;2;202300541313440
202302611295737;1;2;B;2;202302611295737
202324282985785;2;2;D;2;202324282985785
202332030260982;0;0;B;2;202332030260982
202303510637268;0;0;B;2;202303510637268
202309390917433;0;0;B;2;202309390917433
202303591633995;0;0;B;2;202303591633995
202307430849434;0;0;B;2;202307430849434
202303711392389;0;0;B;2;202303711392389
202303551641983;1;1;C;3;202303551641983
202332961342093;1;0;A;5;202332961342093
202332031597933;1;0;A;5;202332031597933
202332030255580;1;0;A;5;202332030255580
202334270222701;1;0;A;5;202334270222701
202332030269731;1;0;A;5;202332030269731
202332030267499;1;0;A;5;202332030267499
202332151326861;1;0;A;5;202332151326861
202317071608543;1;0;A;5;202317071608543
202332030262715;1;0;A;5;202332030262715
202332030266862;1;0;A;5;202332030266862
202334430233842;1;0;A;5;202334430233842
202300103263914;1;1;C;5;202300103263914
202300022992938;1;1;C;5;202300022992938
202301982095044;1;1;C;5;202301982095044
202301984088450;1;1;C;5;202301984088450
